fence in-field in front of front of front of person,net beside person
person walking on pavement pavement pavement pavement pavement pavement-mergedgedgedged,person sitting on wall-other-merged
couch in chair beside chair beside chair beside chair,chair in front of table-merged
person touching sheep sheep sheep sheep sheep sheep sheep,person touching sheep
person holding sports ball glove,person touching sports ball
sky-other-other sky over-otherotherotherotherotherotherother,sky-other-merged over sky-other-merged
bicycle attached to person beside person,bicycle beside person
person standing on pavement pavement pavement pavement pavement-mergedgedged,person standing on pavement-merged
sky-other-other-sky over-sky over-other-other,sky-other-merged over building-other-merged
person standing on surfboardboardboardboardboardboardboard,person playing surfboard
light beside tree beside flower beside,sports ball attached to pillow
person looking at giraffe at giraffeaffeaffeaffeaffe,bird standing on giraffe
kite flying over sky over kite kite kite kite k,person on sea
mirrorror-mirror on floor over-otherotherotherothermer,potted plant over floor-other-merged
person sitting on truck beside,person beside truck
person standing on playing playing playingfieldfieldfieldfield,person running on playingfield
person standing on boat,person standing on boat
person wearing tie,person wearing tie
wall---mer-gedged enclosing enclosingosingosingosing,wall-other-merged in front of sea
person beside airplane beside airplane,person walking on airplane
person wearing tie,person wearing tie
person wearing baseball glove glove glove glove glove glove,person wearing baseball glove
bus driving on road on road,bus driving on road
wall-wall-wall-wall-wall-wall-wall-wall,wall-wood in train
pavement beside pavement beside wall beside wall beside-brick-brick,floor-other-merged attached to stairs
person holding banana in banana,person holding banana
wall-stone-wall-osingosingosingosingosingosingosingosingosing,fence-merged enclosing playingfield
person riding motorcycle on motorcycle,person riding motorcycle
bear beside bear beside person,bear touching bear
person beside person beside person beside,person in front of person
person holding surfboard,person looking at person
person standing on stairs stairs stairs stairs stairs,person walking on railroad
person looking at paper paper paper paper paper paper paper paper,person on stairs
tree-tree-tree beside person beside person,tree-merged beside person
truck beside horse beside horse beside,horse beside horse
person looking at horse at horse,person touching person
person playing with skis on snowboardis,person wearing skis
person jumping over pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person looking at platform
sandwich on paper towel on table dining table dining table dining table,sandwich on dining table
tree-tree-mer-osing over grass-mermermermermer,tree-merged enclosing road
person riding horse at horse,person on back of horse
car parked on road on road,car driving on road
person standing on floor on floor-otherotherotherotherothermermermer,person on floor-other-merged
dirt--mer-mer-mer-mer-mer-mer,rock-merged attached to grass-merged
train driving on railroad railroad railroad railroad railroad railroad railroad railroad railroad,train on railroad
sky-other----mer- over grass over grass-mer,sky-other-merged over grass-merged
person standing on road on road,person crossing road
roof in front of building on water-otherotherotherotherother,building-other-merged sitting on platform
train crossing tree beside tree beside- beside-mergedgedgedgedged,train in front of tree-merged
person standing on skateboardboardboardboardboardboardboard,person on skateboard
kite flying over kite over kite over kite,kite flying over person
person looking at person at,person looking at person
bus driving on road on road,bus driving on road
road attached to to motorcycle attached to motorcycle attached to motorcycle,road attached to motorcycle
horse running on grass on grass on-mergedgedgedgedgedged,horse running on grass-merged
person standing on skisisisisisis,person wearing skis
person in front of tree beside tree beside tree-mergedgedgedged,person beside tree-merged
sky-other-other-other-other-other-other-other,sky-other-merged over dog
person sitting on bench beside banner banner banner banner banner,person sitting on bench
handbag hanging from person beside person beside person,handbag hanging from person
person in front of chair beside chair chair chair chair chair chair chair chair chair,person holding bottle
airplane parked on pavement on pavement on,airplane parked on road
horse walking on pavement beside pavement beside pavement beside pavementgedgedgedgedged,person walking on pavement-merged
traffic light over pavement over pavement over pavement over pavement over pavement over,light over snow
